"","q10_q103.1_corr","q10_q103.2_corr","q10_q103.3_corr","q10_q103.4_corr","q10_q103.5_corr","q10_q103.6_corr","q10_q103.7_corr","q7_q103.1_corr","q7_q103.2_corr","q7_q103.3_corr","q7_q103.4_corr","q7_q103.5_corr","q7_q103.6_corr","q7_q103.7_corr","q3_q103.1_corr","q3_q103.2_corr","q3_q103.3_corr","q3_q103.4_corr","q3_q103.5_corr","q3_q103.6_corr","q3_q103.7_corr","q3_q24_corr","q3_q31_corr","q3_q32_corr","q3_q108_corr","q3_q113_corr","q3_q51_corr","q3_q110_corr","q3_q26_corr","q3_q30_corr","q3_q37_corr","q3_q40_corr","q3_q46_corr","q3_q52_corr","q3_q58_corr","q3_q23_corr","q3_q27_corr","q3_q33_corr","q3_q38_corr","q3_q45_corr","q3_q56_corr","q3_q29_corr","q3_q35_corr","q3_q41_corr","q3_q47_corr","q3_q53_corr","q3_q59_corr"
"1",0.0707924833781853,-0.326596476000704,-0.182811061235832,-0.164506275900209,-0.0780910156727548,-0.135347361166018,-0.0538680234098164,-0.0272394912205818,-0.130358962004447,-0.00180158248443725,-0.133697419571209,-0.0561529442963871,-0.399213242956636,0.117312573202308,-0.0640520141297165,-0.0466471196144644,-0.109800106708138,-0.023172612484027,0.125793017665798,0.108677349009337,-0.13653277093165,-0.0582893087830045,0.095821180559067,0.011385650564747,-0.0119276300532835,-0.0230655448165989,-0.204478585734175,0.0435251423499819,-0.0693822478601002,0.00213351604447148,-0.114549093615254,-0.151519529599091,-0.0029850509373986,-0.252986574542823,0.109337321503644,-0.0445273560599632,0.293163583599699,0.281851163053666,0.172174907656183,0.263673852193456,0.209336618645476,-0.0136267507113132,0.056560770139401,-0.0904021728908387,0.0829209661514274,0.146753785506214,0.234822918819232
"2",-0.224640392407113,-0.325161482129888,-0.325958333291141,-0.212790850109199,-0.134262359318363,-0.207363676219307,0.0157638579786476,-0.0393492877986818,-0.207495954722208,-0.26147895710327,-0.205949978889626,0.00668526270464876,-0.289350593597425,-0.143520650182114,0.195982861578033,-0.170240154047695,-0.131320488169913,0.0136082167030059,0.288839818752668,0.190025584618442,-0.241843314021563,0.110273783565355,0.114954525237471,0.0693307910953115,-0.264815087896963,0.16656303223315,-0.0640527845768089,0.150827747535527,-0.0161414475559029,-0.165286859749151,-0.182545987643908,-0.13595447510465,-0.000580507136605587,-0.234686732921196,-9.2680139758285e-05,0.0460372087736562,0.297447362899818,0.232188245531271,0.100665558086792,0.39031214041067,0.221562996792098,0.034701261790849,0.183758213427689,-0.0272811366652656,0.245249564177835,-0.250318635184429,0.0520079820625383
"3",-0.246564986398319,-0.109942955461184,-0.370243439274848,-0.2989462285524,-0.360225022534546,-0.0821735462097468,0.161714343902449,-0.0974099977091745,-0.0176413366026463,-0.149691319645169,-0.0881733106460247,0.109856178167051,-0.233537971839514,0.0139360133625249,-0.199266571804335,-0.297457808718646,-0.216406317435917,0.145178866564869,0.161461528322797,-0.123908858725719,-0.00192239047760687,0.00983455470603548,-0.156844493658546,0.0582710581479753,-0.0474201937049151,0.0657178378455129,-0.139539334595025,0.162474136777862,-0.110562129799485,-0.130165768838408,-0.112523424747867,-0.0865862711358194,0.00991587686221021,-0.114697698833287,0.0626232761642236,0.00379560432914089,0.174963103462515,0.208254551670429,0.100880858166529,0.188420962235531,0.0982941593274615,0.112410219686322,0.0281727901558487,-0.10471535645863,-0.0265593051161296,-0.125815927806895,0.0622473216531723
"4",-0.0315883353753438,-0.130660867247802,-0.38796167201218,-0.115973972846185,-0.134293786241017,-0.0840194531063539,0.00112342935111187,-2.27286458689671e-20,-0.0807411966597141,-0.111560372765927,-0.0369594214171611,0.113512228074941,-0.181070433905337,0.0979389375469333,-0.0932528780722955,-0.0991385881960117,-0.0574979514162188,0.160365420975823,0.0620675825986808,-0.151875842146286,0.0299575490008176,-0.0562227078674972,-0.186655552642857,0.0212478134965895,-0.126072856191283,-0.0456704375535264,-0.158896848149614,-0.0811120264338074,-0.0461839089007059,-0.133451781813093,-0.102666326508644,0.0739622384991461,0.139651128906019,-0.284072319890341,0.0941592415164672,-0.0687566871749048,0.286990408771356,0.201932707472011,0.13621140957596,0.249848168591875,0.26587284650387,-0.0974513341836339,-0.0107655145294332,0.0670940926438212,-0.0344115062346767,-0.0598105688429501,0.257262730415911
"5",0.0832719303939658,-0.071936974061578,-0.337180431846866,-0.263689217192074,-0.0999053529613955,-0.0261955106677401,-0.0709453952154348,-0.0311650131264283,0.0545060474014254,-0.0227888007983026,-0.161039539680207,-0.0747455916345796,-0.272489054941137,-0.00229269847010917,0.0463680856139703,-0.0606015994900898,-0.209093736823976,0.14440358123499,0.184570648782065,0.183402468257376,-0.13353909625182,-0.109031704077691,-0.122279106361892,0.0156260121608804,-0.207826871793298,0.0620646794386226,-0.065243952064183,0.100678035591998,-0.17510407378467,-0.0951874982045898,-0.187661524399539,-0.169014090048842,0.251913366650668,-0.189969251561488,0.238361538307054,0.200187495043259,0.234217750666052,0.279402159571439,0.0961153595706176,0.0170180910287038,0.278173631910418,-0.202761933893563,-0.00634788732840494,-0.0640347058146597,-0.00771368201283514,-0.197885186599055,0.0757873788622158
"6",-0.109910301471669,-0.194931623968073,-0.456116743135102,-0.241819824080168,0.0139804163677732,-0.0116844402453165,0.136631191175503,0.0608839534849879,-0.161963084729,-0.192774405747309,0.0406543206261102,0.016125467634246,-0.159342368032623,0.05768011960562,-0.00711731774089902,-0.338673703586536,0.094713438278099,-0.00633708055198799,0.122441157424856,-0.0623841924213892,-0.00806253243280272,-0.214558939797714,-0.287210863795133,0.0223676542080769,0.0176218466568801,0.185134685095847,0.0190464572202378,0.133497748653411,-0.176960411315002,-0.126059601095175,-0.0665492251987783,-0.222783197169752,0.00542543785975191,-0.18544351951858,0.0498703288356994,0.0203933480256129,0.317939334450259,0.126869699278812,0.172241283172301,0.172784464059664,0.14892119699348,-0.0520332592302022,-0.113310370364103,-0.0573996765848957,0.00600911827035412,-0.053945231817016,0.142750108393662
"7",-0.0880203888904315,-0.366775249068003,-0.322917467154303,0.0275871060411844,-0.111371961711439,-0.0673419994214472,-0.00244041091998817,0.0874557690050947,0.172313186747484,-0.142516709115188,-0.25631068508013,0.0522846808353227,-0.303302647925462,-0.114600210537152,0.0362721301495231,-0.229736792592938,-0.19181678348512,0.104434094425002,0.0284944071554795,-0.0543065073798933,-0.190527884247311,-0.0852731049100727,-0.096865366252613,0.0818909494621604,-0.242097910542146,-0.0210111043191104,0.0320855709750325,0.161503870582785,-0.0400489572897107,-0.0708435641657504,-0.180871389101242,-0.291411142112443,-0.190125066689289,-0.341528657841506,-0.00169145193923716,-0.116594692979723,-0.00985320911241416,0.249734846105128,0.0798406964494785,0.402538846644935,0.202307982862669,-0.0529031100512571,0.0300121651318488,0.0583732603286538,0.180654841962075,0.093276262554196,0.0878557676446348
"8",-0.0171929468989956,-0.210865605578964,-0.352783129161022,-0.296413096351388,-0.119043630930758,-0.126124898082138,-0.00617143023912054,0.0828174022433974,-0.198628585764414,-0.148599118618256,0.0807872228775331,-0.105166096409924,-0.120803773256426,-0.112496584976933,0.0589850584100107,-0.148916049620541,0.0575074002275543,0.203599351637021,0.0986886286024714,0.119266494442762,-0.190120337490129,-0.0246163524470878,-0.0502689942091264,-0.146336002908471,-0.0952143706560281,0.159495364382011,0.0128291660902679,-0.228323600008439,-0.205535987810587,-0.147193139906396,-0.202677434523917,0.144951620185823,0.267746877519309,-0.0704221666316551,0.00238373867890351,0.224724643146807,0.281984491561623,0.36849691913196,0.0639054051536622,0.214967595545848,0.208926877303093,-0.248479687912743,0.108726625195021,-0.0767957146879129,0.199710333066638,-0.0830749822088735,0.0559413618603194
"9",-0.116363273233856,-0.149066895774646,-0.229749439578491,-0.3750230060109,-0.139317473658272,-0.105278059859361,-0.13403182590358,0.0111880905573293,-0.0148961999725068,-0.178548967665533,-0.137927109403738,-0.179299856299385,-0.120728579665326,-0.0450177671176488,0.0776232848273562,-0.0986876900410951,-0.140369309403498,0.0853824491923853,0.211482658134259,0.00341134137706494,-0.0966998613761992,-0.185124285185822,0.0708830526411548,-0.00953010642068346,-0.112510073914366,0.14062698356938,-0.161154525585386,0.101938408627154,-0.226619398020539,-0.110276284220363,-0.00979800535233291,-0.293234898515683,-0.0326533456577988,-0.210559502846057,0.147686583030882,-0.0540420218634418,0.105535503319619,0.186347815568742,0.0676726409934769,0.149715141723358,0.281649665215744,-0.0472669743465454,0.0815744687951565,-0.0504791170113237,0.189458799022824,-0.0768750915095592,0.117014715806725
"10",-0.0351983621650201,-0.107858112828557,-0.275648507103996,-0.19487226180275,-0.107757655282507,-0.181551917986087,-0.0634907815365192,0.145577014488582,0.14029951034524,-0.0344399274847287,-0.117400458908065,-0.140998356227725,-0.275097859164313,-0.0436198458115953,0.221495150603748,-0.0679824609445287,-0.0525636968372515,0.00950190958339537,-0.0731458373010729,0.176014019552478,-0.0280430618830453,0.146977047328634,-0.221651422810301,-0.141441575594938,-0.086363345342109,0.127524083696553,-0.083667880741394,0.153845859765971,-0.146477148819295,-0.0929253692051639,-0.258042453318223,-0.0930314090058767,-0.0549855956129527,-0.464446341638562,0.0400817159985872,-0.00696580104170305,0.347454534775824,0.154437576002038,-0.0490249561530064,0.349648775790693,0.349409076028195,0.0401689608798543,0.0550123893701962,0.0916302421559725,0.122930688062235,0.0776211140325401,0.0760476195262117
