"","q3_q26_corr","q3_q30_corr","q3_q37_corr","q3_q40_corr","q3_q46_corr","q3_q52_corr","q3_q58_corr"
"39",0.00799050703903418,-0.120652106536733,-0.135149194487826,-0.0943377678559655,-0.171112987617769,-0.309253097877913,0.0750980794983108
"40",-0.20058875553625,-0.208097756201652,-0.229439129491801,-0.023871538391997,-0.148401577024702,-0.17518160169337,0.352651217985695
"41",-0.117688846894196,-0.283712176593771,-0.284738834485453,-0.042339652826887,0.0733945612349714,-0.132755456025166,0.098771118212363
"42",-0.184746001389281,-0.150006999762664,-0.234153110771671,-0.534401925792986,-0.0418031489175679,-0.340253143253135,-0.036734570202748
"43",-0.149961938790215,-0.00370941838241686,0.053662706682831,-0.082059281658884,0.112410542573422,-0.284805715519589,0.251651218618317
"44",-0.185334479528683,-0.252160303398597,-0.0962555876587499,-0.160060180066944,-0.0897563957211467,0.0662600543553852,0.16514699062891
"45",-0.0278271091587898,-0.306221564816537,-0.0738483655144633,-0.276596014305432,0.144497046527335,-0.248944166675307,0.129780993360164
"46",-0.0431868359032721,-0.209521336516135,-0.0638622723562862,-0.156359526953192,-0.177409018337797,-0.232697553051084,0.0582975802450115
"47",-0.0884913971797431,-0.0955896096113602,-0.0376956794108165,0.0164847620232611,-0.0732234996274064,0.0234318424256015,0.132009008958159
"48",-0.17846477014625,-0.182511617072794,-0.146248062603942,-0.294210746070423,-0.0994204458141024,0.0369749149739783,0.269239082287937
"49",0.0243425991966241,-0.0294881897801197,-0.14205901426382,-0.0390295914168533,0.0686362458625118,-0.10598766771544,0.179303723394693
"50",-0.188733845844842,-0.0554714161233046,-0.120468537877594,-0.0190955641970483,-0.148765858184776,0.0966427779818757,0.0709039463582511
"51",-0.0718030056410333,0.226435515326233,-0.0620500394110507,-0.167186765990941,-0.176906751278813,-0.186911527973308,0.243101730110551
"52",-0.00426738704271769,-0.2178435028051,-0.110079390321431,0.224329383898072,0.122388551556482,-0.155474159046159,0.161954619913446
"53",-0.17633928907524,-0.159897545887534,-0.023643741575348,-0.178226722173479,0.151832276224434,-0.0479764188431525,0.0779267832195021
"54",-0.225070066000058,0.117545165690355,-0.138047234751841,-0.264902753401658,0.00794205290847745,-0.148186936514919,0.0956434594008476
"55",-0.0348735302798622,0.120233926775303,-0.195540626893873,-0.163587525571575,0.00339504443577914,-0.373505530840359,0.0918803440501016
"56",-0.146235842771486,-0.225102585638408,0.0323137932622627,-0.0927760778880741,0.0601752522764516,0.033715206143084,0.0779218639747481
"57",-0.104847434109854,-0.329420040143008,0.0617183774707728,-0.0965684474221735,0.0392905693688319,-0.118289248589235,0.00375298998154937
"58",-0.239258255804876,-0.292311648237772,-0.108912535084385,-0.0282161094453352,-0.125207966747153,-0.290871980228977,0.0863687672096587
"59",-0.0370096326403606,0.037076636186641,-0.207989848662387,-0.0386386092804538,0.0601103982891508,0.032119839171016,0.00671609170684396
"60",-0.186891734804618,-0.0794936385552949,-0.189412496588135,-0.109106424684787,-0.0304212168486739,-0.244678275827509,0.0274791511573163
"61",0.0238686714883461,-0.087410162574802,-0.227514551351342,0.00171817586052385,-0.152513764259691,-0.354702760926645,0.125407881075712
"62",0.0120279405009161,0.0564237576655528,-0.0663435596774856,0.0315104162149988,0.217527928018157,-0.210454944850002,0.104320866935698
"63",-0.0904822293098394,-0.0264762821944836,-0.205967083912699,-0.0737069780153306,0.157706178159175,-0.296658421230342,0.00888087170389123
"64",-0.213015030701493,-0.229813775169125,-0.0517025508699949,-0.0615968330270915,-0.0290772384064722,-0.073998181280851,0.0666496278849047
"65",-0.258083946513033,-0.0892712120628629,-0.0993836155151762,-0.260178221025495,0.112140704133406,-0.184767780337374,0.19452102717839
"66",-0.300093600122159,-0.0831498083871566,-0.195696561267636,-0.211465371621622,0.00411927830561108,0.0576106279647774,-0.136071745557056
"67",-0.245673786211524,-0.0694213099067412,-0.258838762525314,-0.0442265230386639,-0.124992846356909,-0.159653748034051,-0.0846879295332186
"68",-0.299741058869989,0.0227413005296053,-0.134305572150027,-0.136288399392671,0.0268860853629643,-0.0355454717799466,0.115205644308417
"69",-0.0496190182181355,-0.0888267729001873,-0.0940564448520113,-0.150135466634849,0.0849833829683377,-0.273923541178931,0.315843261258755
"70",-0.144577857416149,-0.228308037910964,-0.216307035950767,-0.340499460577716,-0.0759303075846343,-0.216543819984117,0.0638207997978007
"71",-0.0381229906898246,-0.0753268119852095,-0.171580506225219,-0.310991754766429,-0.204043612558245,-0.429557527465013,0.0615842086419921
"72",-0.018551182769518,-0.202648756343872,-0.0345237176948691,-0.0760660747961521,0.098695861103201,-0.200854297007948,0.107779681425721
"73",0.0609196280325326,-0.0651247845759428,-0.195232071938444,-0.233774232346795,0.0914019714024822,-0.260786710592464,0.101040078740969
"74",-0.0320317540190963,-0.041340238309313,-0.21366295103316,-0.0719571001901996,0.0340673809689332,-0.104541674697863,0.139766386047717
"75",-0.0506417149035606,-0.264747824221744,-0.311660388305261,-0.0594237703816677,-0.0518163398578749,-0.12460160732094,0.0306282488847936
"76",-0.115715197129205,0.11416765465883,-0.185091057574813,-0.174219582788766,0.0248331227758469,-0.20564815039827,0.0670231779012437
"77",-0.168290922909598,-0.166129139576367,-0.154411058705163,-0.185257475871356,0.0539602274055353,-0.229950218730556,0.147837273440994
"78",-0.0527720925103396,-0.262674357809829,-0.143317602511404,-0.0459005738119342,-0.0038648643663526,-0.113715368837503,0.124545349709781
"79",-0.00648346267795735,-0.0824898447174964,-0.206504351702686,-0.013278813745494,-0.0728264629504543,-0.324478000008437,0.0770055861078923
"80",-0.287585588367513,-0.0479034746520097,-0.219605540527524,-0.0323759790262925,-0.0255875178634938,-0.154458226920651,-0.00507222808732766
"81",-0.188780743554941,-0.054440818404791,-0.0728071893233145,-0.119324961213913,-0.133600870268603,-0.236153962508569,0.11392101273105
"82",0.0113955493945676,-0.00919136486927366,0.0358866404290682,0.0390880187150844,0.0421259753075717,-0.111034498667031,0.0719795672289247
"83",-0.099398546596716,-0.0634383414283967,-0.317550260492621,-0.168255236314648,-0.10177924616585,-0.0288551419890864,0.0542373494078475
"84",-0.235571725616321,-0.0832110090313727,0.0981650065146238,-0.0725329251833268,0.0975780410929517,-0.316957203534697,-0.00489171139218858
"85",-0.250394757864694,-0.208684220382061,-0.316548119969839,-0.10226619121561,-0.279471976362949,-0.0424239463536573,-0.179900321188533
"86",-0.198480100373069,-0.0439056882866793,-0.0840696265164898,-0.249078536599229,0.0935122444055622,-0.152419309780506,-0.0714013691615132
"87",-0.10295933457037,-0.0073000869007517,0.0278059940043056,-0.169982071084127,0.0735264317562096,-0.158475216923185,-0.00883546740650802
"88",-0.136642337735155,-0.0580513067089406,-0.12789462071986,-0.0773306842218677,0.105908402685165,-0.32562781389791,0.0757412195511626
"89",-0.0844583991994666,-0.21451333213554,-0.296408519514676,-0.236261687633528,-0.0797216438024875,-0.114324606821904,-0.18314863327726
"90",-0.245028499090566,-0.0662314984185009,-0.0856812826296678,0.00562791665676005,-0.0583607138704223,-0.305635893639279,0.190134660363724
"91",-0.367980427718174,-0.149361696979694,-0.204866600143431,-0.229811894862907,0.00285479944561781,-0.18241883722493,0.197541061167751
"92",-0.209915580067426,-0.0338260318842505,0.0297118395177078,-0.312250323231838,-0.18381501745478,-0.349701680540211,0.0510965248323931
"93",-0.315904010211359,0.0703139022244601,-0.268765421547067,-0.220574718917801,0.0798058200529958,-0.192535540646845,0.0061396169730996
"94",-0.0258909830491074,-0.109029523278878,-0.332028104991726,-0.0849232646599091,-0.183635981519977,-0.151249879276845,0.238290355502897
"95",-0.242448968964823,-0.197367438498738,-0.0595130304558087,-0.155734669938742,0.154888927147445,-0.230630468115945,-0.00103913874154723
"96",-0.0571834040592595,0.0281359446074996,-0.0871139984771892,-0.0142924686477739,-0.123252983024575,-0.0807081485077166,0.0271750171092416
"97",-0.203719229308978,-0.0990742459279534,-0.399708522864106,-0.142035889612204,0.0698640550845037,-0.13525709105737,-0.106547884492783
"98",-0.0921879380402676,-0.22630243659632,-0.30277031541385,0.0452463212489367,-0.00441220917055673,-0.32088535122645,0.00156496630683374
"99",-0.103014434054059,-0.129590850207909,-0.168005902825064,-0.242293281580019,-0.154426958886955,-0.386536093859316,0.0533202676549645
"100",-0.0551217415078138,-0.31182680070524,-0.246516960292781,-0.240622022055329,-0.125416562953649,-0.313835510236839,0.00688124235840714
"101",-0.0441923615026224,0.142634360308134,-0.139780898765963,-0.160495069820065,-0.0477743412773086,-0.0728451788403619,0.182178800781042
"102",-0.23694441326476,-0.0897268934039209,-0.123234625048229,-0.32154110632887,0.146025171820018,-0.10158506645044,-0.140135995634971
"103",-0.0799566638346631,-0.242602401970422,-0.310614820903391,-0.11712159005509,-0.165243456535784,0.00872778728564159,0.117041368528239
"104",-0.064336985565963,-0.228210653451108,-0.13744148883805,-0.285385505068281,-0.0165326879903573,-0.333646387452186,0.197864190415334
"105",-0.184425341737898,-0.0815798494226074,0.00198259389513804,-0.245854757797322,-0.0890731182905555,-0.201078534434388,-0.0432735731800064
"106",-0.248089065351157,0.0648167045048125,-0.246018676473591,-0.167192140035553,-0.0725421164701731,-0.227572899456065,-0.0960931956947552
"107",-0.0202403223363506,-0.0141080688944249,-0.132950268634517,-0.100891879294201,-0.0600244724488709,-0.17159167003765,0.292775426825876
"108",-0.275642797876445,-0.0486530919869776,-0.249488467490037,-0.169149704489602,0.0473405558192778,-0.229219522298016,-0.072933253427416
"109",-0.0205885438901212,-0.053271354075856,-0.187893393292942,-0.420546055071748,0.0019025555188934,-0.174978000515527,0.13465827826556
"110",-0.263155430187266,0.0121665399518775,-0.242450722112451,-0.14873181488137,-0.0167922313193494,-0.236965493526808,0.0670307608935396
"111",-0.20308575664755,-0.0453393739662075,-0.0636262952109624,-0.0705821596164785,-0.161114972775128,-0.346977182517839,0.139011303376835
"112",-0.204331375983982,-0.113577712606064,-0.150361588222039,-0.333823725457824,-0.16820335894077,-0.22938013572125,0.118786501779324
"113",0.0327202315336656,-0.0594841775541049,-0.30898475336538,-0.320182710847716,-0.100026169603265,-0.307652972148868,0.00464168784912625
"114",0.00970028102510918,-0.0113160575961316,0.0228442418474194,-0.129575741804212,-0.147612986325653,-0.0437829947183702,0.257083394715365
"115",-0.169528234104393,-0.131625299756395,-0.242313013126153,-0.0610662230875485,0.0854618658617488,-0.292136139738066,0.0135414333826301
"116",0.0223543109513633,0.127185169169276,-0.193776083220419,-0.11897837742104,-0.0888616258733958,-0.259153091315044,0.0108169773494073
"117",-0.141101358535933,-0.0449791970921851,-0.140548154425322,-0.215109098321446,0.00324934320826458,-0.209977042283023,0.15702097903262
"118",-0.0909816525417953,-0.153245033260634,-0.120182490090186,-0.229280016133977,-0.120546755838003,-0.146925760191942,0.19667567511939
"119",-0.0777984438855074,0.0392532803778838,-0.191356132250733,-0.338433257829088,0.170685635306158,-0.233140914504544,0.0507981113636312
"120",-0.288656799460889,0.00695942879807017,-0.156176932096912,0.125816842155652,-0.0729157134281531,-0.03009168841176,0.0727194788936106
"121",-0.031758400283054,-0.203769027150197,-0.0195986033942531,-0.168943504896922,0.11961343981603,0.030792287923993,-0.149926238938826
"122",-0.0049722442015015,-0.0166039768822457,-0.19162654742289,-0.101108879461818,0.0696525067711869,-0.266152330224329,0.0274208746888405
"123",-0.150490981325639,0.00932298472518179,-0.292889593064503,-0.257238893003714,0.133725376047732,-0.175213152133101,0.0538694574348318
"124",-0.155626524874903,-0.214285714285714,-0.23909615577332,-0.0228203082392237,-0.134358860141765,-0.27229914654224,-0.0667585052758991
"125",-0.136254138468006,-0.112969219163728,-0.194195992050864,-0.261528947982006,-0.0340402085990374,-0.125981567009598,-0.0557367041617104
"126",-0.0399557784099782,-0.0996483662638289,-0.178012717618584,-0.0950143222369017,-0.124103543121276,-0.0518276712460958,0.121215260101108
"127",-0.080971175348205,0.22297240263727,-0.149501030149892,-0.208779166952351,0.0932841345902304,-0.116473876929038,0.19632647502817
"128",-0.0473183515119631,-0.0874771482298679,-0.134848944470665,0.152200602728836,0.0177174507079992,0.0310881521657223,-0.0224112606395384
"129",-0.0762204463629387,-0.0279490185946958,-0.0344637493807551,-0.142706170060039,0.0648256309500981,-0.19910719763182,0.184590823613248
"130",0.198197950625204,-0.258692754807035,-0.166661394639316,-0.158810760495868,-0.167573591254973,-0.198585851486523,-0.0845051111387071
"131",-0.201530255572663,-0.264933644248451,-0.221721099610379,-0.028122714939178,-0.043378171275032,-0.0689493714361125,-0.062337004606858
"132",-0.061721035558427,0.0886865321592946,-0.236082584834161,-0.125338014915514,-0.126084506191186,-0.159725315044125,0.0492240458038504
"133",-0.159403947622274,-0.177824159424006,-0.124727193875624,-0.223398870494318,0.115522840840471,-0.191935455665311,-0.0340650111198719
"134",0.044836795877446,-0.0590257774596876,0.00461032424586063,-0.372496070748098,0.0846021745117112,-0.1817180595836,0.155962161833558
"135",-0.206899860712088,-0.121873038825468,-0.222218864972913,-0.137428327287308,0.0485566863519554,-0.169567154030431,-0.0292732179914287
"136",-0.17961043317266,-0.0126630963757719,-0.193493717472002,-0.297301435404541,0.0632168072377397,-0.277225880496815,0.104863729485262
"137",-0.119824824922693,-0.173305430933934,-0.243036129033435,-0.0719509704881862,-0.115739493785658,-0.00475782406148005,0.114067938740251
"138",-0.070023622420829,-0.112874241504251,-0.193952996666363,-0.217106510219044,0.0552300495366736,-0.31965788677356,-0.0137802988324612
"139",-0.104170424044206,-0.164685020289815,-0.274974555720186,-0.025347313455163,-0.183349806675555,-0.242849339591459,0.123162627542083
"140",-0.201843082533244,-0.00816136200339056,-0.0400778920154788,-0.0638385972793891,0.10043935578769,-0.377661283533086,0.0592465676244526
"141",-0.180573875248445,0.036324486275005,-0.109049031237123,-0.120666569108787,0.195507856243519,-0.159282015942295,0.0604410015547425
"142",-0.054,-0.145125972557357,-0.0168699473036987,-0.25494153450364,0.0895010828823053,-0.241003380473842,0.106442577030812
"143",-0.13059312138299,-0.129858023604136,-0.180314884226145,-0.112844751201898,-0.00423385355159428,-0.152333581312889,0.172032640425721
"144",-0.151815658841046,-0.121780799079229,-0.267086329892859,-0.102392114093225,-0.192449077299412,-0.0203856915280932,0.106398384470162
"145",-0.0284504749013697,-0.0450727767450249,0.0372572797695153,-0.25395384590688,0.0440598151495656,-0.30789482817977,0.0982399634957735
"146",-0.160773415489082,-0.0358786094851138,-0.110104434179071,-0.0141558196612601,-0.0482612857397694,-0.190154571097007,0.00425610917461833
"147",-0.17172838129311,-0.222984365924294,-0.165248321308316,-0.116150013693416,-0.102594229770714,-0.210890207231192,0.158184375157712
"148",-0.0679536112545103,-0.120607276793622,-0.105412423802081,-0.103030088008222,-0.00963468407521878,0.180903638538664,0.226231682061574
"149",-0.0646395870452369,-0.260406516202167,-0.125627423562845,-0.0758614212621594,0.055811170310177,-0.16277697003476,-0.0828329505950909
"150",-0.133735800012926,-0.106044498681269,-0.266055681502928,-0.0332871150779382,0.0355647778466064,-0.178420811717872,0.141687895931807
"151",-0.0479000149839252,-0.0281480143370259,0.105600004114818,-0.0112988501086532,0.108400423433542,-0.243095284875096,0.136796339499173
"152",-0.222348956374341,-0.0697032590516218,-0.0347767315244139,-0.0705415458956143,0.129738383140915,-0.346120238252405,0.150020757616876
"153",-0.180879873862185,-0.129434622214216,-0.30965447471371,-0.0584003869751342,-0.0459529205741912,0.0157213225080078,0.0482662469538916
"154",-0.0947150595188154,0.0952738909961479,-0.119147771127536,-0.303497823663581,-0.125997373822796,-0.203440310327675,0.100026045675084
"155",-0.248155107137823,-0.0482855713104681,-0.295067223374227,-0.153372494795678,0.0645647459805231,-0.300900570480544,-0.208437011476327
"156",-0.0282464395463786,0.0770571344756239,-0.423293125775456,-0.130128739372224,0.124126404791879,-0.0444970543345621,-0.110337281435958
"157",-0.091355243203589,-0.0013312840339455,-0.378416685762115,-0.189151196964384,-0.00663659175178093,-0.230536820833794,0.131839931159905
"158",-0.229626425008804,-0.302730972305454,-0.212728461237113,-0.160402664530817,-0.123655563723127,-0.339220280831283,0.186102056266115
"159",-0.212336077126688,-0.00304434348067359,-0.023381615808897,-0.204622038471644,-0.137991319364582,-0.232629987050964,0.191118176737022
"160",-0.0824268059550412,-0.059494791642623,-0.0281872846500778,-0.474249113169139,-0.0464793456021577,-0.318313873281797,0.0895644007891941
"161",-0.105086154287371,0.0533228676720388,0.0271110126246793,-0.0568271873410113,-0.169166210357817,-0.287617920877186,0.169406176240244
"162",-0.0321590944751854,-0.144533069355808,-0.110745199536235,-0.147974812159254,-0.0828778259685984,-0.097451723187377,-0.148712511616348
"163",-0.0621589919761684,-0.194254305425703,-0.166681136143333,-0.299652643181884,-0.125377550556754,-0.155831219278446,0.0717856051878595
"164",-0.0576548820233832,-0.165414781661554,-0.239917369273587,0.0300834388109574,0.174539824862513,-0.0208248292787617,0.0401479511291104
"165",-0.14410355314877,-0.151292739664162,-0.209552438115552,-0.215838340600064,-0.0919936978112648,-0.176125548177774,-0.0335474096630732
"166",0.0349235927888069,-0.15519152937577,-0.136191928553368,-0.0274556508098144,0.128494038732392,-0.0671760755766906,0.0504121588625238
"167",-0.103327148417056,-0.079012495796562,-0.284281044295352,-0.0613575252785224,-0.316565991133768,-0.0379616775357557,0.0987519921801653
"168",-0.146601205998953,-0.206465705510549,-0.205612455887595,-0.188414687091823,-0.0485849735938353,-0.058597343438774,0.171569092957549
"169",-0.134195743002438,-0.149219761137233,-0.111355032272154,-0.105494602942499,0.0248756187808611,-0.114355933663209,0.167609650575079
"170",-0.280328292432263,-0.170988307093892,-0.191097392866419,-0.277696432878655,-0.221018071892803,-0.0995537482431947,0.0421674994851093
"171",-0.0393519362378514,-0.0446109931721022,-0.24013112548012,-0.0217613022457315,0.137396724149919,-0.11709365425581,0.032214727788017
"172",0.0130266813355497,-0.154394868378715,-0.154984360282926,-0.130998980554435,0.0119789604565186,-0.406533023372799,0.228923737968153
"173",-0.301366420093885,0.0475296218921797,-0.135125630839787,-0.11162007737709,-0.119361040651374,-0.203517124514629,0.250815713700059
"174",-0.126027449140868,-0.187230129509764,-0.227257762320629,-0.261627593187083,-0.00838389473752003,-0.0979321458382724,-0.0599907118292277
"175",-0.118452895533876,-0.0193180709874978,-0.124981411876099,-0.136895223773762,-0.0323995417112448,-0.141182380247875,0.0375743310937515
"176",-0.247950994629907,0.0590392521060944,-0.183585374979715,-0.273232563598392,0.152157162688212,-0.259645547352745,0.00623517031864139
"177",0.00972966138780474,-0.0773478539493543,-0.12081463130918,-0.110063148711002,0.0294046540593595,-0.237689650204133,-0.157456516553429
"178",-0.0439902437620039,0.166906036909236,-0.0970127176467938,-0.0591522358674531,0.149831235158379,-0.175913644676719,0.107501645445941
"179",-0.00022581128111227,-0.289247583017252,-0.331965988227373,-0.0686896666955448,-0.0704588301861392,-0.372759491615206,0.134617530480446
"180",0.0468485892246198,-0.279846390851232,0.01305287930097,-0.135236663764873,-0.0636730184635492,-0.461247870190329,0.247941953387245
"181",-0.137649615150445,-0.17607387473334,0.0649516416819259,-0.122768351966667,-0.0881973196116713,-0.171708120516846,0.128075224487561
"182",-0.0243373664874513,0.0385773092540117,-0.0637491703814361,0.0615086514113075,0.108346725833017,-0.128893994070345,-0.0242096903094536
"183",-0.109644233425645,-0.16230628975856,-0.190757958764602,-0.116095141685707,0.0268155882124862,-0.00739509250710802,0.0711790457316139
"184",-0.154593168922824,-0.316967521529781,-0.0828665781317506,-0.249809318287624,-0.0486310417522504,-0.247668812249394,-0.00102505283121154
"185",-0.121228323345238,-0.160871061986657,-0.198823956425782,-0.270287286130782,-0.131268014239915,-0.0894603700086341,0.0955490434251347
"186",-0.170276227010645,-0.291341002763089,0.0089076798195077,-0.116434122160457,-0.07777690957162,-0.214612229916384,-0.0851016449916724
"187",-0.168525603990281,-0.150310608763674,-0.19599965673986,-0.115732449166325,-0.0468076010141534,-0.0469753224179947,0.0280567661370932
"188",-0.107389366903504,-0.0721812743001666,0.106003748097816,-0.180918484004191,0.0759727516062302,-0.161674743403814,0.210587629338295
"189",-0.0598359068808524,-0.204503925210346,0.0694132673951403,-0.218609075739747,0.0556441709232933,-0.0183903057635474,-0.0949202837060102
"190",-0.138203290710274,0.024108013028431,-0.169756198707119,-0.0281368483031646,-0.164541754156471,-0.120939139546673,-0.118284706144413
"191",0.0339952053775964,-0.163085567040341,-0.173590108913367,-0.0400615117494217,-0.0421355133298033,-0.23077996006125,0.118996344454796
"192",-0.265680324304093,0.0344402872944056,-0.140117546585117,-0.132281086409266,0.0891294340888516,-0.0693173805765834,0.268393192852991
"193",-0.162923645263628,-0.0823290994022419,-0.0945866592345607,-0.226307601522135,0.0881834937011376,0.0121979335602344,0.124624342325935
"194",-0.14276009271114,-0.111480008327247,-0.101146175436941,0.0681767474226708,-0.224058897394994,-0.0318157915404623,0.0102366984469425
"195",-0.118604363767292,0.0169941715484299,-0.278759902353164,-0.104549971122902,0.259720204453852,-0.0475415690915031,0.215542338149122
"196",-0.13283021254118,-0.208300671376566,0.183871107602132,-0.123309558268831,0.0130672685678817,-0.253468582401165,0.100226450247551
"197",-0.225156559253992,-0.0761138475593434,-0.260927250653516,-0.101350964302313,-0.0910728098057761,-0.0908477819640092,0.0502633111482297
"198",-0.0869652431804812,-0.207056383824989,-0.14807060977097,-0.0126720843664056,-0.081829185043817,-0.0485622715878256,0.0813857129714281
"199",-0.297419174176619,0.0638701850510449,-0.184370883516822,0.0346684592194291,0.0198895364908027,-0.0755962046976637,0.129180868777793
"200",-0.379635040617675,-0.070124674094949,-0.155594812428003,-0.133755804003714,-0.191371820013605,0.0654283019590923,-0.0313644029073546
"201",-0.336685007370038,-0.291214725878979,-0.249712217417863,-0.118574651783644,0.0456702054806,-0.0691944199089054,0.0732846798017328
"202",-0.10705718914925,0.00471033785647825,-0.216469291520534,-0.198923579101727,-0.153840200770191,0.0331600072345692,0.0866226712259646
"203",-0.0398230296449839,-0.237662203896371,-0.161114858343075,-0.300054338831161,0.0709323902800109,-0.58872201797954,0.0936203605231495
"204",-0.179431742345045,-0.14136610244084,-0.0353821953226355,-0.0813276834184594,-0.0996121202840551,0.0239418401771084,0.245704260102067
"205",-0.314718316987777,-0.070783713326406,-0.104980529419576,-0.0528856534595385,-0.080924984267446,-0.135877400147613,0.183256739278463
"206",0.0356303073935282,-0.143592788210583,-0.102170869904246,-0.277496908158603,0.0452489386171789,-0.0873297663757215,0.0993391688476204
"207",-0.118127832137364,-0.00532185003570441,-0.24335057666423,-0.237118979278312,-0.105823085084205,-0.0619031415909968,0.209490152725983
